organization,repository,ecosystem,package,version_spec,license,source_file,lookup_error
zydro-marine,ardupilot-docker,pypi,numpy,==1.24.4,unknown,requirements.txt,no_license_field
zydro-marine,can-tool,pypi,cairosvg,,LGPL-3.0-or-later,scripts/requirements.txt,
zydro-marine,cloud-customer-portal,npm,@blueprintjs/core,^5.3.0,Apache-2.0,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@blueprintjs/icons,^5.1.6,Apache-2.0,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@chakra-ui/icons,2.1.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@chakra-ui/react,2.8.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@chakra-ui/system,2.6.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@chriscourses/perlin-noise,^1.0.6,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@emotion/react,^11.11.1,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@emotion/styled,^11.11.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@fullhex/utils-js,^0.0.4,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@stripe/react-stripe-js,^2.1.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@stripe/stripe-js,^1.54.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@uidotdev/usehooks,^2.3.1,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,axios,^0.21.1,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,focus-visible,^5.2.0,W3C,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,framer-motion,^10.16.2,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,moment,^2.29.4,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,normalize.css,^8.0.1,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,query-string,^8.1.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,react,18.2.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,react-color,^2.19.3,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,react-detect-click-outside,^1.1.7,ISC,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,react-dom,18.2.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,react-icons,^4.12.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,react-router-dom,^5.3.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,react-use,^17.4.0,Unlicense,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,uplot,^1.6.27,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,uplot-react,^1.1.5,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,uuid,^9.0.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,validator,^13.11.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@vitejs/plugin-react,^3.1.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,concurrently,^6.3.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,cross-env,^7.0.3,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint,^7.32.0,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint-plugin-react,^7.26.1,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,sass,^1.56.1,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,vite,^4.1.1,MIT,frontend/package.json,
zydro-marine,cloud-customer-portal,npm,@slack/oauth,^3.0.3,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@slack/web-api,^7.9.3,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@slack/webhook,^7.0.5,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,acme-client,^5.3.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,aws-sdk,^2.1311.0,Apache-2.0,backend/package.json,
zydro-marine,cloud-customer-portal,npm,bcryptjs,^2.4.3,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-customer-portal,npm,compression,^1.7.4,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,config,^3.3.12,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,cors,^2.8.5,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,crypto,^1.0.1,ISC,backend/package.json,
zydro-marine,cloud-customer-portal,npm,escape-html,^1.0.3,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,express,^4.17.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,express-http-proxy,^1.6.2,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,express-rate-limit,^6.7.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,helmet,^4.6.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,http-status,^1.5.0,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-customer-portal,npm,joi,^17.3.0,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-customer-portal,npm,js-yaml,^4.1.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,jsonwebtoken,^8.5.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,lodash,^4.17.21,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,module-alias,^2.2.2,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,morgan,^1.10.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,multer,^1.4.3,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,node-os-utils,^1.3.5,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,nodemon,^2.0.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,nyc,^15.1.0,ISC,backend/package.json,
zydro-marine,cloud-customer-portal,npm,os-utils,^0.0.14,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,passport,^0.4.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,passport-custom,^1.1.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,passport-jwt,^4.0.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,passport-local,^1.0.0,unknown,backend/package.json,no_license_field
zydro-marine,cloud-customer-portal,npm,pg,^8.7.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,pg-format,^1.0.4,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,pg-hstore,^2.3.4,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,pm2,^5.1.2,AGPL-3.0,backend/package.json,
zydro-marine,cloud-customer-portal,npm,postgres-migrations,^5.3.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,postgres-schema-migrations,^6.1.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,querystring,^0.2.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,sequelize,^5.22.3,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,stripe,^17.3.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,utm,^1.1.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,websocket-stream,^5.5.2,BSD-2-Clause,backend/package.json,
zydro-marine,cloud-customer-portal,npm,winston,^3.3.3,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,xss-clean,^0.1.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,yamljs,^0.3.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@babel/cli,^7.14.8,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@babel/core,^7.15.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@babel/eslint-parser,^7.15.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@babel/node,^7.14.9,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@babel/preset-env,^7.15.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,@babel/register,^7.15.3,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,babel-plugin-istanbul,^6.0.0,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-customer-portal,npm,chai,^4.3.4,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,chai-arrays,^2.2.0,ISC,backend/package.json,
zydro-marine,cloud-customer-portal,npm,chai-as-promised,^7.1.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint-config-prettier,^8.1.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint-plugin-mocha,^9.0.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint-plugin-prefer-import,^0.0.1,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint-plugin-prettier,^3.4.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint-plugin-security,^1.4.0,Apache-2.0,backend/package.json,
zydro-marine,cloud-customer-portal,npm,eslint-plugin-simple-import-sort,^7.0.0,MIT,backend/package.json,
zydro-marine,cloud-customer-portal,npm,prettier,^2.3.2,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,@blueprintjs/core,^5.3.0,Apache-2.0,frontend/package.json,
zydro-marine,cloud-designer,npm,@blueprintjs/icons,^5.1.6,Apache-2.0,frontend/package.json,
zydro-marine,cloud-designer,npm,@chakra-ui/icons,2.1.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@chakra-ui/react,2.8.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@chakra-ui/system,2.6.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@emotion/react,^11.11.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@emotion/styled,^11.11.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@fullhex/utils-js,^0.0.6,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@react-three/drei,^8.20.2,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@react-three/fiber,^8.18.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@sentry/react,^9.24.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@stripe/react-stripe-js,^2.1.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@stripe/stripe-js,^1.54.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@types/three,^0.177.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@uidotdev/usehooks,^2.3.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,axios,^0.21.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,focus-visible,^5.2.0,W3C,frontend/package.json,
zydro-marine,cloud-designer,npm,framer-motion,^10.16.2,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,moment,^2.29.4,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,normalize.css,^8.0.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,query-string,^8.1.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,react,18.2.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,react-color,^2.19.3,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,react-detect-click-outside,^1.1.7,ISC,frontend/package.json,
zydro-marine,cloud-designer,npm,react-dom,18.2.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,react-icons,^4.10.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,react-router-dom,^5.3.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,react-use,^17.4.0,Unlicense,frontend/package.json,
zydro-marine,cloud-designer,npm,rhino3dm,^8.17.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,three,^0.150.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,uplot,^1.6.27,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,uplot-react,^1.1.5,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,uuid,^9.0.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,validator,^13.11.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,@vitejs/plugin-react,^3.1.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,concurrently,^6.3.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,cross-env,^7.0.3,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,eslint,^7.32.0,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,eslint-plugin-react,^7.26.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,sass,^1.56.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,vite,^4.1.1,MIT,frontend/package.json,
zydro-marine,cloud-designer,npm,aws-sdk,^2.1311.0,Apache-2.0,backend/package.json,
zydro-marine,cloud-designer,npm,bcryptjs,^2.4.3,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-designer,npm,compression,^1.7.4,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,compute-rhino3d,^0.13.0-beta,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,config,^4.0.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,cors,^2.8.5,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,crypto,^1.0.1,ISC,backend/package.json,
zydro-marine,cloud-designer,npm,escape-html,^1.0.3,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,express,^4.17.1,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,helmet,^4.6.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,http-status,^1.5.0,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-designer,npm,joi,^17.3.0,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-designer,npm,js-yaml,^4.1.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,md5,^2.3.0,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-designer,npm,morgan,^1.10.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,nodemon,^2.0.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,passport,^0.4.1,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,passport-custom,^1.1.1,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,pg,^8.7.1,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,pm2,^5.1.2,AGPL-3.0,backend/package.json,
zydro-marine,cloud-designer,npm,postgres-schema-migrations,^6.1.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,winston,^3.3.3,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,xss-clean,^0.1.1,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,@babel/cli,^7.14.8,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,@babel/core,^7.15.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,@babel/eslint-parser,^7.15.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,@babel/node,^7.14.9,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,@babel/preset-env,^7.15.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,@babel/register,^7.15.3,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,babel-plugin-istanbul,^6.0.0,BSD-3-Clause,backend/package.json,
zydro-marine,cloud-designer,npm,eslint-config-prettier,^8.1.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,eslint-plugin-mocha,^9.0.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,eslint-plugin-prefer-import,^0.0.1,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,eslint-plugin-prettier,^3.4.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,eslint-plugin-security,^1.4.0,Apache-2.0,backend/package.json,
zydro-marine,cloud-designer,npm,eslint-plugin-simple-import-sort,^7.0.0,MIT,backend/package.json,
zydro-marine,cloud-designer,npm,prettier,^2.3.2,MIT,backend/package.json,
zydro-marine,usv-core,pypi,prettytable,==3.16.0,unknown,services/autonomy/requirements.txt,no_license_field
zydro-marine,usv-core,pypi,psycopg2-binary,==2.9.11,LGPL with exceptions,services/autonomy/requirements.txt,
zydro-marine,usv-core,pypi,setuptools,,unknown,services/autonomy/src/zydro_bringup/setup.py,no_license_field
zydro-marine,usv-core-firmware,pypi,inputs,==0.5,BSD,nodes/autopilot-controller/requirements.txt,
zydro-marine,usv-core-firmware,pypi,pyserial,==3.5,BSD,nodes/autopilot-controller/requirements.txt,
zydro-marine,zeus,npm,@blueprintjs/core,^5.3.0,Apache-2.0,services/frontend/package.json,
zydro-marine,zeus,npm,@blueprintjs/icons,^5.1.6,Apache-2.0,services/frontend/package.json,
zydro-marine,zeus,npm,@cameronelliott/whip-whep,^1.100.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@chakra-ui/icons,2.1.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@chakra-ui/react,2.8.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@chakra-ui/system,2.6.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@chriscourses/perlin-noise,^1.0.6,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@emotion/react,^11.11.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@emotion/styled,^11.11.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@eyevinn/webrtc-player,^0.13.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@eyevinn/whip-web-client,^1.1.2,Apache-2.0,services/frontend/package.json,
zydro-marine,zeus,npm,@fullhex/utils-js,^0.0.4,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@mapbox-controls/compass,^1.2.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@mapbox-controls/ruler,^1.2.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@mapbox-controls/zoom,^1.2.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@mapbox/mapbox-gl-draw,^1.5.1,ISC,services/frontend/package.json,
zydro-marine,zeus,npm,@turf/turf,^7.2.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@uidotdev/usehooks,^2.3.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,axios,^0.21.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,classnames,^2.5.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,focus-visible,^5.2.0,W3C,services/frontend/package.json,
zydro-marine,zeus,npm,fontfaceobserver,^2.3.0,BSD-2-Clause,services/frontend/package.json,
zydro-marine,zeus,npm,framer-motion,^10.16.2,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,fuse.js,^7.1.0,Apache-2.0,services/frontend/package.json,
zydro-marine,zeus,npm,geolib,^3.3.4,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,howler,^2.2.4,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,mapbox-gl,^3.18.1,SEE LICENSE IN LICENSE.txt,services/frontend/package.json,
zydro-marine,zeus,npm,mapbox-gl-inspect,^1.3.1,BSD-3-Clause,services/frontend/package.json,
zydro-marine,zeus,npm,maplibre-contour,^0.1.0,BSD-3-Clause,services/frontend/package.json,
zydro-marine,zeus,npm,maplibre-grid,^1.0.0,BSD,services/frontend/package.json,
zydro-marine,zeus,npm,moment,^2.29.4,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,moment-timezone,^0.5.43,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,mqtt,^5.14.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,node,^20.19.5,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,normalize.css,^8.0.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,ol,^10.7.0,BSD-2-Clause,services/frontend/package.json,
zydro-marine,zeus,npm,query-string,^8.1.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react,18.2.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-color,^2.19.3,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-detect-click-outside,^1.1.7,ISC,services/frontend/package.json,
zydro-marine,zeus,npm,react-dnd,^16.0.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-dnd-html5-backend,^16.0.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-dnd-multi-backend,^9.0.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-dom,18.2.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-icons,^5.5.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-mosaic-component,^6.1.1,Apache-2.0,services/frontend/package.json,
zydro-marine,zeus,npm,react-router-dom,^5.3.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-speech-recognition,^4.0.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,react-use,^17.4.0,Unlicense,services/frontend/package.json,
zydro-marine,zeus,npm,satellite.js,^6.0.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,uplot,^1.6.27,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,uplot-react,^1.1.5,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,uuid,^9.0.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,validator,^13.11.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,vis-network,^10.0.2,(Apache-2.0 OR MIT),services/frontend/package.json,
zydro-marine,zeus,npm,@eslint/js,^9.33.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@vitejs/plugin-react,^3.1.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,concurrently,^6.3.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,cross-env,^7.0.3,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,eslint,^9.33.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,eslint-config-prettier,^10.1.8,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,eslint-plugin-react,^7.37.5,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,globals,^16.3.0,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,iconosaur,^0.1.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,prettier,3.6.2,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,sass,^1.56.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,vite,^4.1.1,MIT,services/frontend/package.json,
zydro-marine,zeus,npm,@babel/preset-typescript,^7.26.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,acme-client,^4.2.4,MIT,services/backend/package.json,
zydro-marine,zeus,npm,aedes,^0.46.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,bcryptjs,^2.4.3,BSD-3-Clause,services/backend/package.json,
zydro-marine,zeus,npm,compression,^1.7.4,MIT,services/backend/package.json,
zydro-marine,zeus,npm,config,^4.1.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,cors,^2.8.5,MIT,services/backend/package.json,
zydro-marine,zeus,npm,crypto,^1.0.1,ISC,services/backend/package.json,
zydro-marine,zeus,npm,escape-html,^1.0.3,MIT,services/backend/package.json,
zydro-marine,zeus,npm,express,^4.17.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,express-http-proxy,^1.6.2,MIT,services/backend/package.json,
zydro-marine,zeus,npm,express-rate-limit,^6.7.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,geojson-vt,^4.0.2,ISC,services/backend/package.json,
zydro-marine,zeus,npm,helmet,^4.6.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,http-proxy-middleware,^3.0.5,MIT,services/backend/package.json,
zydro-marine,zeus,npm,http-status,^1.5.0,BSD-3-Clause,services/backend/package.json,
zydro-marine,zeus,npm,ip-cidr,^4.0.2,MIT,services/backend/package.json,
zydro-marine,zeus,npm,ip6addr,^0.2.5,MPL-2.0,services/backend/package.json,
zydro-marine,zeus,npm,joi,^17.3.0,BSD-3-Clause,services/backend/package.json,
zydro-marine,zeus,npm,js-yaml,^4.1.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,jsonrpc-lite,^2.2.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,jsonwebtoken,^8.5.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,lodash,^4.17.21,MIT,services/backend/package.json,
zydro-marine,zeus,npm,module-alias,^2.2.2,MIT,services/backend/package.json,
zydro-marine,zeus,npm,morgan,^1.10.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,mqtt-json-rpc,^2.0.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,multer,^1.4.4,MIT,services/backend/package.json,
zydro-marine,zeus,npm,node-docker-api,^1.1.22,GPL-2.0,services/backend/package.json,
zydro-marine,zeus,npm,node-fetch,^2.6.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,node-mavlink,^2.1.0,LGPL,services/backend/package.json,
zydro-marine,zeus,npm,node-os-utils,^1.3.5,MIT,services/backend/package.json,
zydro-marine,zeus,npm,nodemon,^2.0.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,nyc,^15.1.0,ISC,services/backend/package.json,
zydro-marine,zeus,npm,os-utils,^0.0.14,MIT,services/backend/package.json,
zydro-marine,zeus,npm,passport,^0.4.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,passport-custom,^1.1.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,passport-jwt,^4.0.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,passport-local,^1.0.0,unknown,services/backend/package.json,no_license_field
zydro-marine,zeus,npm,pbf,^4.0.1,BSD-3-Clause,services/backend/package.json,
zydro-marine,zeus,npm,pdfkit,^0.17.2,MIT,services/backend/package.json,
zydro-marine,zeus,npm,pem,^1.14.6,MIT,services/backend/package.json,
zydro-marine,zeus,npm,pg,^8.16.3,MIT,services/backend/package.json,
zydro-marine,zeus,npm,pg-format,^1.0.4,MIT,services/backend/package.json,
zydro-marine,zeus,npm,pg-hstore,^2.3.4,MIT,services/backend/package.json,
zydro-marine,zeus,npm,pm2,^5.1.2,AGPL-3.0,services/backend/package.json,
zydro-marine,zeus,npm,postgres-schema-migrations,^6.1.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,querystring,^0.2.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,semver-sort,^1.0.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,serialport,^13.0.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,staticmaps,^1.13.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,validate-js,^2.0.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,websocket-stream,^5.5.2,BSD-2-Clause,services/backend/package.json,
zydro-marine,zeus,npm,winston,^3.3.3,MIT,services/backend/package.json,
zydro-marine,zeus,npm,wkx,^0.5.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,xss-clean,^0.1.1,MIT,services/backend/package.json,
zydro-marine,zeus,npm,yamljs,^0.3.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,@babel/cli,^7.14.8,MIT,services/backend/package.json,
zydro-marine,zeus,npm,@babel/core,^7.26.9,MIT,services/backend/package.json,
zydro-marine,zeus,npm,@babel/eslint-parser,^7.15.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,@babel/node,^7.26.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,@babel/preset-env,^7.15.0,MIT,services/backend/package.json,
zydro-marine,zeus,npm,@babel/register,^7.15.3,MIT,services/backend/package.json,
zydro-marine,zeus,npm,chai,^4.3.4,MIT,services/backend/package.json,
