organization,repository,ecosystem,package,version_spec,license,source_file,lookup_error
vector-charts,vector-charts-server,pypi,Flask,==3.0.3,unknown,services/job-processor/requirements.txt,no_license_field
vector-charts,vector-charts-server,pypi,GDAL,==3.12.0.post1,unknown,services/job-processor/requirements.txt,no_license_field
vector-charts,vector-charts-server,pypi,utm,==0.7.0,MIT License,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,Pillow,==10.4.0,unknown,services/job-processor/requirements.txt,no_license_field
vector-charts,vector-charts-server,pypi,Flask-Cors,==4.0.1,unknown,services/job-processor/requirements.txt,no_license_field
vector-charts,vector-charts-server,pypi,mapbox-vector-tile,==2.1.0,MIT,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,mercantile,==1.2.1,BSD,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,psycopg2-binary,==2.9.9,LGPL with exceptions,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,py-spy,==0.3.14,MIT License,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,pyinstrument,,BSD License,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,requests,,Apache-2.0,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,beautifulsoup4,,MIT License,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,zstandard,,unknown,services/job-processor/requirements.txt,no_license_field
vector-charts,vector-charts-server,pypi,pycryptodome,==3.23.0,"BSD, Public Domain",services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,reportlab,==4.0.9,"BSD license (see license.txt for details), Copyright (c) 2000-2025, ReportLab Inc.",services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,boto3,,Apache-2.0,services/job-processor/requirements.txt,
vector-charts,vector-charts-server,pypi,numpy,,unknown,geojson-test/requirements.txt,no_license_field
vector-charts,vector-charts-server,pypi,pyproj,,unknown,geojson-test/requirements.txt,no_license_field
